Date,BET,BET-C,BET-FI,ROTX,BET-XT,BET-NG,BET-BK
2011-01-04,5421.61,3183.12,22263.26,11160.17,481.89,792.52,0.0
2011-01-03,5366.38,3147.95,22365.91,11025.15,478.63,780.14,0.0
2010-12-30,5268.61,3111.17,21980.58,10864.58,470.61,771.97,0.0
2010-12-29,5219.58,3096.66,21438.59,10797.49,465.57,763.53,0.0
2010-12-28,5199.43,3079.12,21065.74,10753.71,461.46,761.21,0.0
2010-12-27,5170.8,3066.39,20714.55,10661.89,457.51,761.0,0.0
2010-12-23,5186.95,3075.81,20939.81,10713.08,460.12,761.3,0.0
2010-12-22,5141.0,3035.95,20783.35,10627.63,456.37,746.28,0.0
2010-12-21,5132.11,3025.24,20732.28,10600.49,455.49,743.11,0.0
2010-12-20,5133.93,3036.26,20428.68,10610.42,455.16,742.47,0.0
2010-12-17,5149.98,3048.68,20755.02,10647.14,458.48,745.53,0.0
2010-12-16,5138.51,3035.94,20982.36,10655.29,459.55,741.35,0.0
2010-12-15,5146.34,3036.93,21089.52,10631.04,460.62,742.99,0.0
2010-12-14,5154.68,3045.72,21207.62,10661.95,462.38,741.87,0.0
2010-12-13,5155.98,3047.66,20988.81,10664.18,461.0,744.18,0.0
2010-12-10,5174.08,3060.07,21443.42,10675.61,465.35,743.47,0.0
2010-12-09,5146.64,3042.86,21456.87,10615.6,463.18,741.44,0.0
2010-12-08,5168.91,3054.8,21490.86,10605.6,464.99,743.72,0.0
2010-12-07,5148.6,3060.29,21308.93,10572.37,463.34,745.47,0.0
2010-12-06,5099.41,3034.0,20876.68,10451.82,457.36,741.98,0.0
2010-12-03,5156.87,3044.2,21252.17,10551.76,462.07,745.41,0.0
2010-12-02,5115.27,3009.04,21283.67,10465.39,458.1,742.17,0.0
2010-11-30,5093.95,2994.34,20675.67,10286.31,452.36,739.77,0.0
2010-11-29,5052.52,2970.84,21188.5,10271.72,452.68,737.43,0.0
2010-11-26,5039.24,2968.47,21034.43,10261.3,450.76,737.65,0.0
2010-11-25,5064.34,2989.77,20895.45,10333.5,451.8,744.35,0.0
2010-11-24,5093.61,3007.99,21323.5,10394.0,456.61,745.82,0.0
2010-11-23,5082.46,2998.08,21469.26,10345.57,456.45,745.29,0.0
2010-11-22,5078.69,2996.39,21811.43,10438.63,458.74,743.91,0.0
2010-11-19,5148.21,3027.12,22244.98,10589.87,466.5,746.78,0.0
2010-11-18,5185.27,3044.65,22320.42,10625.92,469.29,750.31,0.0
2010-11-17,5176.26,3039.7,22092.88,10561.42,467.49,744.18,0.0
2010-11-16,5139.82,3033.88,22023.72,10516.82,465.01,742.59,0.0
2010-11-15,5135.03,3022.08,22143.99,10550.15,466.12,736.83,0.0
2010-11-12,5153.02,3024.16,22023.6,10565.79,466.77,738.19,0.0
2010-11-11,5169.81,3028.51,21962.06,10529.86,467.06,741.5,0.0
2010-11-10,5157.9,3023.36,22126.49,10556.56,466.74,743.9,0.0
2010-11-09,5221.82,3064.95,22815.13,10697.31,474.78,757.69,0.0
2010-11-08,5160.52,3037.01,22747.62,10598.84,470.53,753.26,0.0
2010-11-05,5276.82,3100.55,23586.17,10810.37,483.51,765.63,0.0
2010-11-04,5197.89,3069.89,23724.16,10667.42,479.68,760.7,0.0
2010-11-03,5225.52,3085.55,23550.48,10722.6,481.05,763.09,0.0
2010-11-02,5233.26,3084.66,23635.38,10722.71,482.16,758.55,0.0
2010-11-01,5265.77,3097.86,24187.03,10745.64,487.84,758.97,0.0
2010-10-29,5282.41,3098.65,24296.67,10758.86,489.16,758.88,0.0
2010-10-28,5300.12,3099.06,24336.63,10836.55,490.28,758.1,0.0
2010-10-27,5242.54,3079.41,24339.12,10721.79,486.58,755.29,0.0
2010-10-26,5218.66,3073.95,23771.08,10668.16,482.13,753.65,0.0
2010-10-25,5247.35,3089.39,24221.03,10728.8,486.98,757.95,0.0
2010-10-22,5246.68,3089.96,24284.55,10700.14,486.95,763.03,0.0
2010-10-21,5257.58,3098.01,24702.88,10696.58,489.76,765.43,0.0
2010-10-20,5254.27,3094.59,24692.25,10656.32,489.18,766.91,0.0
2010-10-19,5240.66,3088.91,24917.81,10654.72,489.83,765.26,0.0
2010-10-18,5259.22,3101.49,24911.65,10672.78,491.99,762.58,0.0
2010-10-15,5293.16,3113.31,24793.24,10740.58,492.48,766.45,0.0
2010-10-14,5253.62,3092.94,24626.52,10708.12,489.44,759.84,0.0
2010-10-13,5267.29,3092.97,24200.13,10714.33,487.22,764.53,0.0
2010-10-12,5222.22,3072.04,23980.53,10561.12,482.18,763.52,0.0
2010-10-11,5232.03,3082.91,24206.89,10589.92,483.82,767.52,0.0
2010-10-08,5223.96,3082.63,24016.82,10544.0,482.89,766.0,0.0
2010-10-07,5210.63,3074.26,24101.72,10544.22,482.82,761.49,0.0
2010-10-06,5212.18,3070.15,23941.17,10491.66,481.23,764.28,0.0
2010-10-05,5214.51,3057.71,23833.39,10457.49,481.57,752.58,0.0
2010-10-04,5224.43,3062.79,23793.23,10482.49,481.76,753.85,0.0
2010-10-01,5282.54,3101.76,23945.32,10575.12,486.89,764.14,0.0
2010-09-30,5336.25,3102.99,24021.28,10709.41,490.09,766.98,0.0
2010-09-29,5217.63,3038.69,23810.03,10450.63,480.17,755.11,0.0
2010-09-28,5227.4,3038.2,23670.55,10462.42,479.4,755.32,0.0
2010-09-27,5260.24,3051.36,23571.03,10540.41,480.62,756.6,0.0
2010-09-24,5211.7,3024.96,23298.55,10446.09,476.35,750.47,0.0
2010-09-23,5199.21,3010.58,23051.13,10418.2,473.88,746.24,0.0
2010-09-22,5208.31,3012.96,23084.92,10444.81,474.86,743.96,0.0
2010-09-21,5243.74,3037.31,23175.99,10514.63,477.12,753.28,0.0
2010-09-20,5164.89,2997.83,22704.98,10337.97,469.08,750.87,0.0
2010-09-17,5208.76,3026.42,22977.26,10388.92,473.95,754.9,0.0
2010-09-16,5247.88,3023.91,23097.54,10518.0,476.8,752.29,0.0
2010-09-15,5226.31,3003.18,22894.54,10469.65,473.19,752.52,0.0
2010-09-14,5207.42,2998.89,22920.39,10469.37,472.59,751.98,0.0
2010-09-13,5166.92,2985.32,22498.31,10411.1,467.88,747.36,0.0
2010-09-10,5163.65,2987.16,22352.07,10427.66,467.75,745.48,0.0
2010-09-09,5136.85,2979.44,22881.82,10385.52,469.65,742.51,0.0
2010-09-08,5055.7,2942.43,22501.67,10239.22,462.79,728.97,0.0
2010-09-07,5074.16,2947.94,22491.24,10289.44,463.94,729.39,0.0
2010-09-06,5134.72,2985.52,22886.29,10405.35,470.02,745.23,0.0
2010-09-03,5095.86,2965.61,22385.35,10345.84,464.71,736.05,0.0
2010-09-02,5107.51,2982.39,22220.33,10367.28,465.23,739.69,0.0
2010-09-01,5057.81,2959.66,21810.45,10245.9,460.05,731.94,0.0
2010-08-31,5072.95,2975.51,21757.25,10233.31,460.85,734.6,0.0
2010-08-30,5130.97,2994.81,21992.27,10359.97,466.4,736.5,0.0
2010-08-27,5195.1,3032.11,22070.21,10482.68,470.21,748.1,0.0
2010-08-26,5141.12,3002.44,21650.11,10344.33,464.32,743.18,0.0
2010-08-25,5091.3,2980.82,21529.72,10223.78,460.63,737.34,0.0
2010-08-24,5119.73,2991.06,21941.57,10299.51,464.98,737.34,0.0
2010-08-23,5219.26,3043.56,22703.64,10509.96,476.54,746.84,0.0
2010-08-20,5235.68,3052.17,22646.77,10522.74,477.06,747.97,0.0
2010-08-19,5231.6,3058.52,22839.34,10552.08,478.07,750.19,0.0
2010-08-18,5233.36,3064.1,23094.63,10602.68,480.03,751.78,0.0
2010-08-17,5285.27,3098.84,23179.74,10684.88,484.54,760.92,0.0
2010-08-16,5227.85,3052.97,22839.55,10531.05,478.07,752.18,0.0
2010-08-13,5135.64,3006.27,22459.2,10337.32,470.07,739.72,0.0
2010-08-12,5124.51,3011.67,22086.99,10331.21,467.77,736.25,0.0
2010-08-11,5099.66,3000.52,22159.17,10324.11,466.92,731.03,0.0
2010-08-10,5159.49,3031.48,23041.83,10448.37,475.66,742.5,0.0
2010-08-09,5220.72,3058.05,23555.38,10570.9,483.1,743.53,0.0
2010-08-06,5169.81,3032.61,23103.66,10485.84,476.85,742.64,0.0
2010-08-05,5254.74,3059.42,23749.53,10681.46,486.44,743.49,0.0
2010-08-04,5224.36,3044.96,24093.99,10632.56,486.93,739.07,0.0
2010-08-03,5241.34,3056.69,23821.31,10658.54,486.38,740.69,0.0
2010-08-02,5248.56,3047.09,23588.38,10710.42,484.99,741.38,0.0
2010-07-30,5074.07,2964.79,22371.58,10384.29,466.64,721.2,0.0
2010-07-29,5168.45,3012.34,23053.94,10683.12,477.68,728.77,0.0
2010-07-28,5125.02,2994.98,22669.32,10553.81,472.78,728.02,0.0
2010-07-27,5172.61,3005.32,23153.47,10634.68,477.25,735.7,0.0
2010-07-26,4973.24,2920.94,22011.46,10182.49,458.53,714.18,0.0
2010-07-23,4904.45,2883.85,21358.93,10055.72,450.03,704.45,0.0
2010-07-22,4869.52,2862.48,20869.3,9971.85,445.04,698.23,0.0
2010-07-21,4863.43,2855.39,20797.22,9962.61,444.1,699.66,0.0
2010-07-20,4826.51,2840.72,20382.56,9804.84,439.6,693.46,0.0
2010-07-19,4862.28,2854.91,20735.26,9878.97,444.24,694.89,0.0
2010-07-16,4890.68,2882.59,20898.61,10005.14,447.95,699.29,0.0
2010-07-15,4868.5,2860.66,21016.56,9999.06,446.4,696.72,0.0
2010-07-14,4844.14,2840.32,20649.95,9947.6,441.5,695.85,0.0
2010-07-13,4777.54,2818.39,20622.97,9832.35,437.28,691.82,0.0
2010-07-12,4720.18,2802.6,19960.49,9675.07,430.61,686.84,0.0
2010-07-09,4833.95,2858.13,20481.21,9873.54,441.06,700.09,0.0
2010-07-08,4813.94,2844.02,20505.65,9809.82,439.72,696.37,0.0
2010-07-07,4793.96,2830.14,20425.79,9607.53,437.64,690.59,0.0
2010-07-06,4814.92,2837.4,20886.52,9667.84,441.99,691.74,0.0
2010-07-05,4856.56,2859.16,20455.98,9734.75,441.85,699.56,0.0
2010-07-02,4873.56,2865.97,20964.2,9823.0,446.15,705.95,0.0
2010-07-01,4744.46,2806.51,20116.46,9596.74,432.46,691.85,0.0
2010-06-30,4743.86,2804.47,19870.24,9597.13,431.76,685.58,0.0
2010-06-29,4642.46,2765.5,19262.3,9493.93,421.97,674.62,0.0
2010-06-28,4818.09,2846.18,20262.34,9791.25,438.66,698.14,0.0
2010-06-25,4889.08,2881.61,20520.91,9884.03,444.69,706.7,0.0
2010-06-24,5137.95,3017.86,22653.45,10316.85,474.45,732.02,0.0
2010-06-23,5192.51,3052.99,22923.64,10472.04,480.18,738.65,0.0
2010-06-22,5175.1,3041.72,22980.51,10421.02,479.91,733.95,0.0
2010-06-21,5245.47,3087.06,23577.97,10635.54,489.0,739.84,0.0
2010-06-18,5143.15,3035.44,22584.63,10431.74,476.93,726.59,0.0
2010-06-17,5218.69,3067.46,22981.49,10575.77,484.77,733.29,0.0
2010-06-16,5099.99,3016.05,22079.13,10394.6,471.36,719.12,0.0
2010-06-15,4963.76,2949.07,21191.69,10159.81,457.34,700.53,0.0
2010-06-14,4769.06,2847.36,20018.34,9803.93,436.63,680.66,0.0
2010-06-11,4738.62,2846.85,19344.43,9677.54,431.35,680.0,0.0
2010-06-10,4777.74,2858.06,19247.3,9689.18,433.19,682.56,0.0
2010-06-09,4755.64,2848.21,18981.93,9593.23,429.91,679.61,0.0
2010-06-08,4663.67,2796.33,18146.08,9374.78,418.38,667.57,0.0
2010-06-07,4799.4,2870.31,19181.65,9683.05,434.84,684.8,0.0
2010-06-04,4864.02,2900.9,19890.94,9837.32,443.1,688.07,0.0
2010-06-03,5024.64,2992.69,20903.74,10318.93,460.99,703.28,0.0
2010-06-02,4894.32,2923.47,20007.94,10051.2,447.33,694.09,0.0
2010-06-01,4845.35,2905.02,19747.98,9970.18,443.32,684.87,0.0
2010-05-31,4935.05,2952.22,20248.94,10201.48,451.84,695.84,0.0
2010-05-28,4975.46,2981.72,20313.76,10263.05,455.19,702.23,0.0
2010-05-27,4946.55,2955.61,20209.78,10200.81,453.05,690.17,0.0
2010-05-26,4781.36,2873.42,19441.02,9988.34,438.68,665.88,0.0
2010-05-25,4365.99,2658.23,18008.26,9193.2,402.37,616.05,0.0
2010-05-21,4903.56,2952.63,20917.2,10218.45,456.8,681.32,0.0
2010-05-20,5096.87,3057.16,22512.27,10599.96,479.98,701.89,0.0
2010-05-19,5112.14,3069.99,23469.09,10706.25,486.52,697.54,0.0
2010-05-18,5128.63,3073.36,24130.68,10764.69,490.69,699.47,0.0
2010-05-17,4978.98,3017.58,23265.21,10489.8,476.93,687.6,0.0
2010-05-14,5338.31,3209.72,25260.31,11078.4,511.73,735.02,0.0
2010-05-13,5434.4,3270.78,26534.84,11288.74,526.64,747.65,0.0
2010-05-12,5289.24,3193.11,26982.73,10994.29,517.79,736.46,0.0
2010-05-11,5175.22,3121.06,26834.51,10702.58,508.54,720.97,0.0
2010-05-10,5454.83,3264.38,27914.61,11228.42,532.86,751.78,0.0
2010-05-07,4907.95,2975.92,24578.23,10116.38,477.24,690.63,0.0
2010-05-06,5130.67,3101.54,26291.19,10588.16,502.9,710.88,0.0
2010-05-05,5131.72,3102.21,26841.73,10701.26,507.18,706.8,0.0
2010-05-04,5416.82,3247.4,27682.94,11289.68,530.38,742.27,0.0
2010-05-03,5647.46,3398.76,29147.84,11633.29,556.39,774.2,0.0
2010-04-30,5727.85,3434.75,29556.2,11718.76,562.48,785.67,0.0
2010-04-29,5711.69,3432.16,29436.33,11687.16,561.54,783.73,0.0
2010-04-28,5686.22,3427.6,29436.33,11631.64,560.41,781.88,0.0
2010-04-27,5769.02,3485.5,30044.01,11813.01,570.51,786.82,0.0
2010-04-26,5842.6,3524.33,30726.17,11980.98,578.99,797.92,0.0
2010-04-23,5875.48,3538.79,30881.84,12009.55,582.15,802.55,0.0
2010-04-22,5782.81,3497.95,29831.78,11866.67,570.53,788.34,0.0
2010-04-21,5908.82,3556.19,30735.71,12056.59,582.59,811.11,0.0
2010-04-20,5923.05,3562.55,31006.62,12090.21,584.41,818.08,0.0
2010-04-19,5945.6,3572.99,31644.24,12106.12,590.63,820.22,0.0
2010-04-16,6067.19,3638.75,32457.62,12348.56,603.13,833.13,0.0
2010-04-15,6056.7,3638.21,32789.36,12356.96,604.93,834.13,0.0
2010-04-14,6028.93,3621.17,32579.99,12325.38,601.65,829.01,0.0
2010-04-13,5992.23,3602.2,32309.48,12202.68,599.28,818.13,0.0
2010-04-12,6053.48,3625.21,32646.86,12248.76,605.29,829.35,0.0
2010-04-09,6109.39,3655.27,32559.46,12348.34,608.77,834.36,0.0
2010-04-08,6017.38,3588.72,32134.68,12129.5,599.47,822.15,0.0
2010-04-07,6132.56,3652.48,33167.46,12357.58,613.5,830.36,0.0
2010-04-06,6003.67,3576.07,32879.88,12087.11,602.72,813.58,0.0
2010-04-02,6099.31,3622.84,34079.26,12184.97,614.93,826.34,0.0
2010-04-01,6092.72,3603.17,33312.0,12170.03,609.11,824.63,0.0
2010-03-31,5965.35,3519.93,32132.89,11931.93,593.63,805.64,0.0
2010-03-30,5987.17,3534.6,32282.6,11974.67,595.86,806.12,0.0
2010-03-29,5932.91,3475.35,32252.96,11877.99,589.58,795.91,0.0
2010-03-26,6008.1,3494.57,31950.75,11981.34,591.74,801.23,0.0
2010-03-25,5998.66,3467.7,31940.32,11850.1,588.73,802.77,0.0
2010-03-24,5883.4,3405.29,31857.39,11643.43,580.68,793.85,0.0
2010-03-23,5983.36,3452.75,32250.78,11809.67,589.1,804.92,0.0
2010-03-22,5867.68,3389.82,31500.71,11578.63,577.43,788.39,0.0
2010-03-19,5898.45,3394.48,31434.5,11701.77,579.1,784.85,0.0
2010-03-18,5925.31,3428.18,32053.14,11796.55,585.67,790.38,0.0
2010-03-17,5882.44,3399.71,32082.67,11759.17,583.1,781.31,0.0
2010-03-16,5771.68,3331.66,31387.18,11516.69,571.55,768.02,0.0
2010-03-15,5725.93,3314.25,30379.46,11405.94,563.09,771.09,0.0
2010-03-12,5614.51,3256.43,30256.58,11229.64,554.51,753.0,0.0
2010-03-11,5548.99,3210.26,29453.83,11043.99,544.92,744.14,0.0
2010-03-10,5541.23,3204.41,29453.83,11045.55,544.54,741.76,0.0
2010-03-09,5501.53,3171.0,29504.53,10975.41,541.27,739.65,0.0
2010-03-08,5538.23,3179.04,29534.26,11044.97,543.74,740.22,0.0
2010-03-05,5513.93,3164.45,29699.28,10911.53,542.45,741.13,0.0
2010-03-04,5488.64,3145.65,29004.0,10854.94,536.15,741.45,0.0
2010-03-03,5467.6,3133.19,28974.68,10827.46,533.99,742.29,0.0
2010-03-02,5455.64,3120.53,28945.27,10810.59,532.63,741.34,0.0
2010-03-01,5359.39,3074.16,29183.44,10669.68,529.65,724.05,0.0
2010-02-26,5328.45,3063.63,29461.88,10601.87,529.99,715.07,0.0
2010-02-25,5317.24,3055.01,29432.35,10646.34,529.95,710.31,0.0
2010-02-24,5345.51,3074.7,30084.78,10723.39,536.49,711.32,0.0
2010-02-23,5360.37,3079.7,29966.68,10766.32,536.37,711.57,0.0
2010-02-22,5373.83,3096.42,30758.48,10843.54,542.38,715.64,0.0
2010-02-19,5264.59,3037.33,30274.54,10660.56,532.27,700.86,0.0
2010-02-18,5227.73,3010.22,29753.25,10555.42,526.89,689.14,0.0
2010-02-17,5209.11,2997.05,30025.73,10512.38,527.2,685.31,0.0
2010-02-16,5158.62,2965.02,29993.71,10405.99,523.84,677.53,0.0
2010-02-15,5141.13,2956.37,29723.0,10359.3,521.2,675.99,0.0
2010-02-12,5117.66,2945.56,28857.21,10290.68,515.02,673.08,0.0
2010-02-11,5105.43,2943.7,28373.9,10277.9,512.02,671.89,0.0
2010-02-10,5112.26,2953.45,28631.69,10320.42,514.44,673.11,0.0
2010-02-09,5034.58,2920.69,27342.78,10120.43,501.95,665.63,0.0
2010-02-08,4916.98,2890.83,28754.06,9956.15,505.29,639.46,0.0
2010-02-05,4906.56,2887.87,28232.25,9995.8,501.87,636.81,0.0
2010-02-04,5043.6,2970.74,29488.58,10307.63,519.27,652.62,0.0
2010-02-03,5129.79,3022.26,29887.51,10494.99,527.81,660.96,0.0
2010-02-02,5127.53,3007.42,29668.75,10491.31,525.68,660.8,0.0
2010-02-01,5116.07,2994.2,28981.15,10471.09,521.06,657.23,0.0
2010-01-29,5065.43,2966.73,27860.0,10391.34,511.04,652.61,0.0
2010-01-28,5088.34,2978.45,27806.6,10477.32,512.69,654.3,0.0
2010-01-27,4955.13,2905.68,26717.06,10248.79,496.84,640.72,0.0
2010-01-26,4908.11,2877.37,26334.94,10167.61,491.45,634.21,0.0
2010-01-25,5061.67,2954.12,27164.72,10418.65,505.91,656.1,0.0
2010-01-22,5028.4,2940.92,26704.14,10344.97,501.53,651.85,0.0
2010-01-21,5097.67,2975.47,27694.27,10543.01,511.44,658.18,0.0
2010-01-20,5154.15,3007.47,27945.57,10667.11,517.31,664.66,0.0
2010-01-19,5137.59,3014.19,27418.0,10683.87,514.5,660.66,0.0
2010-01-18,5199.03,3047.19,27743.29,10817.27,521.04,663.42,0.0
2010-01-15,5232.29,3065.22,27434.6,10817.35,521.58,667.91,0.0
2010-01-14,5170.87,3015.72,26798.89,10754.15,513.53,656.44,0.0
2010-01-13,5222.41,3041.44,26520.45,10769.03,516.01,659.66,0.0
2010-01-12,5119.05,2976.34,25717.7,10553.38,504.05,646.37,0.0
2010-01-11,5176.95,3008.37,26006.99,10654.87,509.79,653.63,0.0
2010-01-08,5078.03,2935.68,25335.99,10458.96,497.97,634.77,0.0
2010-01-07,4998.6,2881.66,25147.89,10304.75,490.83,626.87,0.0
2010-01-06,4950.41,2846.73,24885.64,10215.31,485.63,620.58,0.0
2010-01-05,4926.55,2838.63,24952.94,10161.75,484.21,623.42,0.0
2010-01-04,4751.08,2741.35,24447.73,9801.18,469.22,603.31,0.0
2009-12-24,4690.57,2714.77,23885.96,9674.67,461.95,596.16,0.0
2009-12-23,4661.38,2718.83,23941.34,9648.3,461.28,590.95,0.0
2009-12-22,4651.65,2709.42,23700.04,9623.47,459.04,588.68,0.0
2009-12-21,4751.78,2737.77,24078.42,9770.41,466.81,597.99,0.0
2009-12-18,4821.27,2784.86,24228.34,9963.64,473.97,598.38,0.0
2009-12-17,4803.92,2765.65,24169.49,9999.98,474.08,583.75,0.0
2009-12-16,4906.92,2816.7,24769.24,10189.93,484.3,595.77,0.0
2009-12-15,4786.07,2760.42,24167.52,9917.09,471.74,589.31,0.0
2009-12-14,4781.04,2733.44,23478.99,9944.12,465.88,595.11,0.0
2009-12-11,4700.65,2709.23,23243.97,9821.62,459.01,589.42,0.0
2009-12-10,4675.84,2710.39,23746.69,9758.21,460.48,586.18,0.0
2009-12-09,4576.2,2686.21,23529.27,9632.84,454.85,571.78,0.0
2009-12-08,4654.22,2723.27,23886.17,9793.14,462.44,580.35,0.0
2009-12-07,4642.67,2718.65,24186.41,9791.65,463.84,573.68,0.0
2009-12-04,4862.67,2817.22,25618.03,10141.12,485.11,602.66,0.0
2009-12-03,4872.35,2823.99,25111.33,10152.74,483.41,605.51,0.0
2009-12-02,4903.98,2816.66,24340.08,10176.4,480.19,612.58,0.0
2009-11-30,4841.58,2781.45,23700.17,10026.26,472.25,604.81,0.0
2009-11-27,4817.99,2781.87,23362.15,10025.78,468.87,604.29,0.0
2009-11-26,4869.41,2803.14,23252.51,10049.59,470.54,618.5,0.0
2009-11-25,4969.56,2866.06,24250.98,10302.53,483.5,626.93,0.0
2009-11-24,4969.99,2870.91,23959.61,10338.19,481.66,628.26,0.0
2009-11-23,4913.48,2834.39,23735.54,10239.98,475.92,622.51,0.0
2009-11-20,4844.85,2794.81,22825.12,10107.5,465.76,618.24,0.0
2009-11-19,4831.98,2799.26,22597.27,10129.46,464.74,614.24,0.0
2009-11-18,4834.17,2801.85,22487.63,10144.4,464.55,611.98,0.0
2009-11-17,4782.48,2781.46,22517.16,10008.02,461.54,606.34,0.0
2009-11-16,4836.39,2821.08,22907.74,10198.68,468.21,612.38,0.0
2009-11-13,4829.68,2811.36,23127.54,10206.09,468.22,612.49,0.0
2009-11-12,4799.79,2810.35,23144.14,10146.98,466.65,612.52,0.0
2009-11-11,4778.27,2775.58,21647.21,10110.72,455.71,606.96,0.0
2009-11-10,4643.89,2684.88,20577.43,9874.14,439.57,591.21,0.0
2009-11-09,4587.91,2661.46,20555.38,9776.34,435.38,582.22,0.0
2009-11-06,4474.64,2608.76,20032.27,9443.9,423.59,578.63,0.0
2009-11-05,4502.24,2625.85,21063.75,9492.81,430.9,583.38,0.0
2009-11-04,4456.46,2610.1,20282.06,9409.38,423.92,579.87,0.0
2009-11-03,4384.96,2579.26,20069.72,9234.35,418.08,572.92,0.0
2009-11-02,4468.22,2640.9,20670.05,9379.6,428.15,584.76,0.0
2009-10-30,4469.06,2653.02,21264.81,9383.14,431.26,593.26,0.0
2009-10-29,4469.58,2659.52,21417.63,9325.15,432.4,598.02,0.0
2009-10-28,4373.38,2592.08,20673.73,9157.44,421.5,582.75,0.0
2009-10-27,4522.17,2699.68,21993.1,9525.84,440.61,600.65,0.0
2009-10-26,4642.78,2786.31,22841.98,9799.36,454.44,616.7,0.0
2009-10-23,4676.03,2822.26,23372.05,9863.87,460.77,622.7,0.0
2009-10-22,4640.72,2798.86,23114.47,9778.09,456.1,621.37,0.0
2009-10-21,4639.7,2803.17,23357.22,9804.95,457.79,617.96,0.0
2009-10-20,4669.54,2837.34,23627.73,9864.4,462.52,621.97,0.0
2009-10-19,4648.5,2833.2,23481.92,9810.84,460.2,622.83,0.0
2009-10-16,4515.18,2771.11,23182.29,9545.45,449.25,605.42,0.0
2009-10-15,4566.94,2799.16,23921.53,9670.7,457.04,612.58,0.0
2009-10-14,4582.79,2792.74,24293.22,9658.33,459.05,615.21,0.0
2009-10-13,4376.32,2676.77,23353.68,9258.99,439.61,586.43,0.0
2009-10-12,4404.61,2690.86,23098.39,9320.77,439.58,593.98,0.0
2009-10-09,4369.04,2642.69,23422.96,9214.63,436.66,589.64,0.0
2009-10-08,4390.01,2652.79,23286.4,9216.85,436.71,601.99,0.0
2009-10-07,4436.4,2650.73,23136.28,9367.51,438.76,604.52,0.0
2009-10-06,4347.18,2616.82,24274.44,9156.41,438.66,595.84,0.0
2009-10-05,4229.49,2551.65,23163.72,8906.22,424.51,574.54,0.0
2009-10-02,4123.8,2512.9,22852.94,8969.45,417.24,554.88,0.0
2009-10-01,4311.73,2619.37,24574.57,9172.52,439.15,580.49,0.0
2009-09-30,4397.4,2657.78,25278.2,9385.53,448.32,590.84,0.0
2009-09-29,4387.85,2646.5,25168.67,9291.84,447.23,590.27,0.0
2009-09-28,4394.49,2631.99,25208.42,9254.1,446.77,585.19,0.0
2009-09-25,4394.73,2625.99,25436.16,9253.41,447.46,586.49,0.0
2009-09-24,4433.73,2631.28,25890.37,9313.6,452.07,591.76,0.0
2009-09-23,4444.49,2632.12,25731.8,9372.89,451.87,585.54,0.0
2009-09-22,4429.14,2618.58,25742.12,9347.69,450.24,582.98,0.0
2009-09-21,4320.68,2552.07,24369.35,9131.15,434.82,567.21,0.0
2009-09-18,4343.39,2568.47,24867.6,9218.54,440.07,565.89,0.0
2009-09-17,4366.37,2566.96,24439.04,9280.56,439.49,562.86,0.0
2009-09-16,4400.3,2580.59,24457.93,9286.27,441.61,568.83,0.0
2009-09-15,4399.01,2571.38,24987.79,9240.66,443.97,569.72,0.0
2009-09-14,4291.75,2520.13,23761.26,9026.33,429.05,558.14,0.0
2009-09-11,4376.7,2558.49,23948.84,9209.34,435.25,569.41,0.0
2009-09-10,4341.56,2539.96,23699.51,9194.84,432.31,555.96,0.0
2009-09-09,4343.49,2546.39,24130.36,9191.1,435.15,554.06,0.0
2009-09-08,4355.13,2558.12,23442.56,9231.81,432.41,549.02,0.0
2009-09-07,4349.63,2549.72,22442.72,9227.98,426.25,548.3,0.0
2009-09-04,4201.28,2474.65,21422.55,8887.14,410.47,535.96,0.0
2009-09-03,4095.67,2425.43,20828.78,8660.54,399.78,524.63,0.0
2009-09-02,4043.22,2392.65,20385.42,8527.19,393.61,518.52,0.0
2009-09-01,4187.42,2484.4,21135.97,8885.63,407.76,537.57,0.0
2009-08-31,4249.22,2519.07,21494.95,9021.4,413.84,539.94,0.0
2009-08-28,4346.04,2570.27,22379.69,9213.05,425.17,549.64,0.0
2009-08-27,4364.17,2578.09,21940.8,9237.39,424.06,549.07,0.0
2009-08-26,4360.32,2573.97,21761.68,9225.48,423.16,541.17,0.0
2009-08-25,4335.98,2575.48,22015.58,9182.54,422.18,550.88,0.0
2009-08-24,4291.95,2558.22,21814.87,9094.17,417.98,551.57,0.0
2009-08-21,4146.84,2493.13,20811.82,8710.43,402.1,542.57,0.0
2009-08-20,4043.22,2441.77,20189.7,8475.18,391.45,534.57,0.0
2009-08-19,3909.66,2370.35,19659.63,8220.82,379.65,521.33,0.0
2009-08-18,4010.75,2422.95,20369.34,8416.19,390.07,537.73,0.0
2009-08-17,3972.59,2399.89,20391.71,8309.08,387.33,532.27,0.0
2009-08-14,4180.39,2517.35,21333.84,8751.56,406.97,554.44,0.0
2009-08-13,4197.3,2528.27,21530.08,8754.88,409.17,553.01,0.0
2009-08-12,4123.59,2481.02,20890.59,8474.58,400.35,546.32,0.0
2009-08-11,4162.74,2506.84,20938.02,8648.48,403.21,554.14,0.0
2009-08-10,4172.61,2511.07,20827.48,8666.05,403.43,550.19,0.0
2009-08-07,4141.58,2498.49,21432.52,8685.87,405.0,545.85,0.0
2009-08-06,4107.59,2467.92,20686.53,8616.58,398.16,544.26,0.0
