Date,BET,BET-C,BET-FI,ROTX,BET-XT,BET-NG,BET-BK
2014-06-02,6684.33,3322.84,28878.06,13127.78,602.54,665.66,1226.09
2014-05-30,6722.53,3336.86,28699.43,13134.58,604.34,668.75,1224.67
2014-05-29,6662.2,3299.74,28402.64,13018.88,598.97,659.5,1214.89
2014-05-28,6556.44,3255.92,28303.28,12859.45,591.51,648.22,1206.39
2014-05-27,6523.21,3249.0,28743.61,12794.86,591.26,648.45,1210.39
2014-05-26,6488.91,3239.73,28908.74,12700.2,590.03,647.96,1211.15
2014-05-23,6448.25,3238.63,28907.13,12584.61,587.07,649.79,1205.07
2014-05-22,6376.79,3212.83,28564.92,12435.15,580.46,645.4,1193.61
2014-05-21,6360.43,3207.28,28207.29,12371.29,577.34,646.16,1186.45
2014-05-20,6439.26,3235.21,28362.56,12464.26,583.45,650.27,1191.36
2014-05-19,6456.6,3248.63,28262.5,12481.07,584.46,656.21,1193.46
2014-05-16,6428.33,3249.36,28254.21,12445.97,582.62,660.08,1195.48
2014-05-15,6426.35,3243.54,27898.77,12480.18,580.48,660.67,1190.42
2014-05-14,6463.65,3237.55,27506.17,12603.29,580.88,663.34,1194.57
2014-05-13,6588.84,3321.92,27599.77,12779.62,590.32,686.63,1210.2
2014-05-12,6605.86,3325.59,27423.25,12827.57,591.19,687.79,1213.12
2014-05-09,6608.75,3326.04,27176.22,12854.12,590.43,688.78,1211.08
2014-05-08,6550.92,3310.86,27172.0,12767.35,586.47,686.36,1206.9
2014-05-07,6475.3,3280.88,26807.82,12596.58,579.56,680.4,1191.42
2014-05-06,6423.66,3257.83,26616.93,12545.49,575.59,675.39,1184.0
2014-05-05,6401.39,3251.45,26710.72,12524.05,574.44,674.55,1182.31
2014-05-02,6432.35,3268.03,27003.55,12590.52,578.69,680.19,1195.91
2014-04-30,6424.43,3268.16,26952.64,12585.95,578.01,679.54,1195.08
2014-04-29,6328.45,3230.26,26541.27,12417.48,569.17,668.68,1181.68
2014-04-28,6331.79,3229.76,26913.18,12349.96,571.18,667.99,1181.72
2014-04-25,6417.32,3269.87,27384.01,12583.3,577.27,670.28,1193.41
2014-04-24,6479.57,3293.63,27615.68,12697.82,582.6,676.0,1202.38
2014-04-23,6509.83,3307.09,27914.33,12782.12,586.39,680.4,1212.81
2014-04-22,6513.09,3307.05,28042.24,12813.92,587.24,681.22,1214.14
2014-04-18,6491.51,3290.78,28099.34,12759.49,585.92,675.17,1208.92
2014-04-17,6500.3,3289.17,27930.29,12749.4,585.56,674.72,1205.36
2014-04-16,6497.88,3289.06,28178.46,12727.86,586.81,676.6,1209.57
2014-04-15,6489.77,3275.98,28255.66,12706.79,586.58,672.39,1208.87
2014-04-14,6409.2,3238.32,27997.17,12574.28,579.46,664.41,1193.61
2014-04-11,6435.31,3247.78,27716.25,12662.45,579.59,661.0,1190.17
2014-04-10,6472.11,3278.09,27831.05,12745.43,582.65,668.07,1193.54
2014-04-09,6460.13,3259.11,27898.93,12747.71,581.76,660.05,1190.57
2014-04-08,6449.41,3263.63,27883.76,12683.76,580.9,660.29,1188.51
2014-04-07,6461.88,3269.3,28552.65,12807.21,585.22,661.7,1203.0
2014-04-04,6451.61,3260.82,28689.97,12854.92,585.49,657.9,1209.56
2014-04-03,6457.69,3256.78,28692.87,12806.55,585.64,656.35,1205.8
2014-04-02,6431.97,3242.38,28820.51,12736.98,584.22,653.47,1202.83
2014-04-01,6359.05,3214.83,28897.69,12631.86,579.22,644.63,1198.56
2014-03-31,6323.74,3201.69,28935.81,12509.02,576.53,643.29,1192.56
2014-03-28,6331.09,3206.25,28862.76,12452.16,576.64,644.81,1189.78
2014-03-27,6333.65,3209.36,28900.18,12458.22,577.66,647.45,1190.1
2014-03-26,6317.11,3202.89,28843.23,12453.84,576.87,650.28,1189.4
2014-03-25,6248.65,3172.56,28551.65,12284.16,571.61,643.31,1174.59
2014-03-24,6266.6,3175.04,28586.49,12334.39,573.46,642.85,1180.05
2014-03-21,6239.38,3173.57,28868.98,12498.07,572.78,647.67,1186.51
2014-03-20,6291.44,3191.15,28987.71,12476.8,577.27,647.18,1195.2
2014-03-19,6272.32,3186.35,28984.48,12482.13,576.05,645.56,1194.82
2014-03-18,6276.65,3193.56,29321.18,12465.98,577.84,645.84,1199.34
2014-03-17,6242.63,3181.45,29187.79,12381.94,574.79,644.35,1193.7
2014-03-14,6135.55,3127.26,28590.07,12196.36,564.6,631.8,1173.03
2014-03-13,6228.95,3164.38,28896.34,12398.17,572.33,638.22,1188.05
2014-03-12,6255.62,3169.51,29070.03,12461.56,575.32,635.51,1193.57
2014-03-11,6328.56,3204.51,29672.39,12647.01,582.8,642.37,1209.42
2014-03-10,6324.13,3211.61,29574.84,12684.18,581.76,642.6,1211.81
2014-03-07,6377.61,3232.45,29867.8,12794.32,586.95,646.32,1220.94
2014-03-06,6389.2,3249.05,30151.45,12865.71,588.95,649.87,1229.67
2014-03-05,6331.53,3228.07,29762.81,12746.31,583.03,645.4,1215.43
2014-03-04,6305.44,3211.14,29517.34,12663.0,578.81,640.19,1199.04
2014-03-03,6190.96,3160.48,28766.41,12398.82,568.05,632.93,1176.04
2014-02-28,6435.58,3268.72,30304.38,12927.12,592.39,652.84,1227.03
2014-02-27,6374.54,3236.97,30024.09,13124.28,586.99,645.49,1227.58
2014-02-26,6372.95,3224.43,29983.41,13180.72,586.69,642.87,1224.97
2014-02-25,6480.68,3284.02,30522.42,13376.98,596.77,656.42,1247.48
2014-02-24,6474.67,3284.12,30575.52,13350.82,597.31,658.79,1251.96
2014-02-21,6484.45,3293.13,30690.9,13368.85,598.61,657.52,1252.89
2014-02-20,6421.36,3264.61,30602.26,13246.64,592.99,650.11,1240.61
2014-02-19,6431.6,3271.52,30893.34,13264.61,595.08,650.43,1249.74
2014-02-18,6423.04,3282.78,31049.96,13222.98,595.41,654.82,1251.35
2014-02-17,6416.47,3271.21,31078.92,13184.13,595.19,648.91,1247.79
2014-02-14,6374.07,3256.73,31081.53,13100.86,591.9,645.28,1245.43
2014-02-13,6361.39,3268.41,31223.0,13041.91,591.61,649.94,1246.54
2014-02-12,6326.7,3262.44,31257.22,12998.8,590.04,651.83,1248.9
2014-02-11,6341.98,3275.33,31171.32,12972.43,591.09,650.88,1250.25
2014-02-10,6340.12,3280.53,31014.16,12989.89,590.22,650.54,1250.15
2014-02-07,6369.56,3291.24,31235.78,13028.04,593.01,652.41,1253.35
2014-02-06,6371.9,3291.83,31302.28,13050.6,593.17,652.27,1254.43
2014-02-05,6346.57,3285.16,30267.51,12922.68,585.75,649.91,1231.06
2014-02-04,6360.21,3293.32,30294.78,12901.16,586.15,652.08,1226.34
2014-02-03,6434.39,3317.87,30264.93,13028.59,591.3,654.28,1233.22
2014-01-31,6378.98,3297.46,30129.81,12931.71,587.41,653.95,1231.27
2014-01-30,6428.63,3326.19,30618.83,13107.16,593.83,659.33,1250.88
2014-01-29,6446.84,3326.34,30924.25,13184.64,596.73,659.2,1260.75
2014-01-28,6489.52,3347.72,31224.21,13295.78,601.53,664.2,1271.78
2014-01-27,6482.44,3347.32,31084.12,13174.84,600.02,663.29,1263.14
2014-01-24,6493.57,3363.42,31400.83,13263.55,602.6,670.42,1278.99
2014-01-23,6569.54,3390.15,31871.97,13435.24,610.8,675.68,1296.4
2014-01-22,6577.69,3400.49,32115.24,13478.81,613.12,677.66,1306.2
2014-01-21,6567.17,3399.25,32016.16,13398.26,612.06,679.09,1301.16
2014-01-20,6558.65,3402.07,31923.35,13412.06,611.23,678.93,1303.86
2014-01-17,6559.86,3406.52,32114.54,13451.48,611.55,678.2,1302.28
2014-01-16,6539.82,3399.98,31780.83,13382.6,608.47,676.45,1292.43
2014-01-15,6526.26,3393.6,32014.81,13397.97,608.12,675.01,1295.49
2014-01-14,6508.48,3383.47,31890.56,13303.48,605.35,672.33,1286.76
2014-01-13,6570.35,3404.07,32121.48,13398.9,610.26,676.73,1295.98
2014-01-10,6599.76,3413.51,31710.32,13406.82,609.75,678.59,1288.29
2014-01-09,6572.23,3404.2,31572.78,13327.17,606.81,676.45,1280.63
2014-01-08,6549.82,3392.52,31591.41,13300.47,605.54,672.44,1280.8
2014-01-07,6500.03,3373.77,31475.34,13084.73,600.83,670.65,1267.14
2014-01-06,6458.51,3341.39,31262.73,12857.35,597.15,666.24,1255.31
2014-01-03,6485.42,3348.11,31487.99,12949.64,599.67,666.1,1261.56
2013-12-30,6493.79,3344.38,31291.82,12941.72,600.27,666.73,1261.74
2013-12-27,6477.94,3337.89,31168.76,12905.08,598.13,663.95,1254.7
2013-12-23,6416.22,3314.6,30860.94,12790.41,592.3,659.64,1242.69
2013-12-20,6376.63,3302.02,30690.01,12702.55,588.9,656.9,1235.94
2013-12-19,6371.82,3302.83,30695.52,12661.5,587.96,657.0,1232.38
2013-12-18,6297.63,3273.56,30273.26,12531.56,579.95,655.0,1216.62
2013-12-17,6310.32,3276.67,30269.88,12488.86,580.02,651.75,1216.63
2013-12-16,6310.08,3277.84,30328.9,12494.08,580.16,653.01,1217.53
2013-12-13,6295.38,3279.2,30326.98,12450.18,579.12,653.78,1215.04
2013-12-12,6272.47,3264.14,30107.41,12429.17,577.15,652.74,1213.67
2013-12-11,6261.0,3255.83,30028.81,12467.93,576.05,643.43,1211.96
2013-12-10,6226.23,3244.08,29898.39,12402.98,574.53,649.21,1212.69
2013-12-09,6355.81,3304.82,30513.7,12627.88,585.66,653.19,1230.17
2013-12-06,6359.51,3310.68,30854.49,12635.64,586.39,654.63,1232.13
2013-12-05,6362.87,3310.48,30724.06,12656.78,585.46,656.55,1230.35
2013-12-04,6356.67,3307.11,30571.34,12617.76,584.63,661.64,1226.68
2013-12-03,6383.91,3323.45,30815.47,12714.18,588.23,663.36,1234.61
2013-12-02,6387.08,3321.59,30996.64,12732.1,589.68,666.73,1243.32
2013-11-29,6335.09,3300.07,30513.2,12675.68,583.91,660.98,1235.0
2013-11-28,6276.37,3271.86,30015.49,12569.36,578.01,659.64,1225.09
2013-11-27,6218.58,3241.77,29829.85,12457.86,572.91,656.2,1214.28
2013-11-26,6193.67,3237.3,29193.85,12391.8,566.4,659.4,1199.68
2013-11-25,6225.59,3250.82,28956.75,12449.0,566.59,661.98,1197.29
2013-11-22,6207.19,3247.15,28604.03,12408.75,562.62,661.76,1187.28
2013-11-21,6183.85,3233.48,28536.01,12345.39,560.63,658.39,1183.67
2013-11-20,6175.96,3237.04,28542.81,12293.19,560.06,659.45,1181.73
2013-11-19,6192.99,3238.8,28502.3,12354.68,560.55,659.11,1185.16
2013-11-18,6135.53,3214.32,28230.5,12298.68,555.7,655.8,1180.16
2013-11-15,6123.89,3218.17,28199.91,12250.03,555.06,653.56,1175.12
2013-11-14,6101.23,3210.76,28163.31,12224.73,552.95,647.26,1171.33
2013-11-13,6068.48,3192.85,27819.74,12146.85,549.69,651.55,1167.69
2013-11-12,6175.55,3237.1,27962.45,12376.02,557.93,661.52,1178.65
2013-11-11,6177.56,3240.18,28067.13,12384.25,557.92,660.65,1177.07
2013-11-08,6194.91,3254.42,28074.48,12415.18,558.78,666.43,1177.83
2013-11-07,6234.28,3272.16,28239.95,12536.79,562.19,669.58,1187.72
2013-11-06,6285.53,3295.42,28257.35,12650.53,565.11,669.35,1188.64
2013-11-05,6226.28,3264.96,28137.53,12550.05,560.79,656.13,1179.8
2013-11-04,6186.41,3244.64,28173.95,12495.78,558.25,649.59,1172.19
2013-11-01,6119.59,3207.53,27756.68,12337.08,551.33,638.71,1153.56
2013-10-31,6066.31,3176.56,27207.9,12265.94,544.68,632.92,1142.01
2013-10-30,6036.04,3162.05,27133.11,12201.36,542.15,631.04,1141.62
2013-10-29,6040.69,3155.56,27047.9,12070.8,540.79,627.21,1131.04
2013-10-28,5932.14,3116.25,26688.63,11848.28,532.02,624.06,1117.66
2013-10-25,5974.1,3136.62,26716.32,11933.04,535.05,628.83,1123.96
2013-10-24,5964.66,3130.28,26689.55,11911.18,533.78,629.78,1122.39
2013-10-23,5924.89,3103.83,26478.06,11838.39,529.91,621.06,1116.97
2013-10-22,5923.75,3110.01,26505.08,11858.73,529.76,621.32,1117.04
2013-10-21,5932.47,3116.07,26550.25,11878.61,531.02,621.44,1118.62
2013-10-18,5973.22,3137.46,26807.56,11943.66,535.41,626.3,1128.05
2013-10-17,6032.99,3170.54,26939.97,12029.79,539.56,635.92,1131.7
2013-10-16,6044.98,3169.61,26877.81,12057.95,540.4,636.97,1132.44
2013-10-15,6008.07,3153.64,26731.63,11981.17,537.52,636.33,1129.64
2013-10-14,5967.24,3138.66,26649.02,11906.7,535.38,635.32,1126.24
2013-10-11,5990.19,3149.98,26896.75,11935.47,537.87,639.05,1131.13
2013-10-10,6038.62,3171.01,26883.17,11993.85,541.08,643.66,1136.44
2013-10-09,5959.54,3136.57,26448.87,11812.2,535.68,643.76,1126.65
2013-10-08,5983.54,3151.45,26609.78,11848.44,538.03,646.65,1130.31
2013-10-07,6010.05,3161.93,26770.66,11916.27,540.57,646.87,1135.26
2013-10-04,6059.25,3184.87,27128.08,12011.5,544.88,650.78,1144.58
2013-10-03,6047.36,3181.22,27020.32,11986.58,543.15,649.48,1139.87
2013-10-02,6029.94,3174.68,26882.51,11972.96,541.63,650.09,1137.07
2013-10-01,6017.68,3171.79,26805.3,11933.62,540.23,649.74,1134.37
2013-09-30,6042.32,3179.27,26854.22,11966.51,542.63,653.21,1136.79
2013-09-27,6066.16,3189.87,27018.88,12001.02,545.06,655.35,1144.46
2013-09-26,6069.17,3190.09,26861.46,12002.96,545.07,655.75,1142.93
2013-09-25,6059.49,3176.02,26841.85,11976.59,545.21,651.09,1143.86
2013-09-24,5916.44,3115.19,26509.9,11750.41,534.35,648.62,1129.37
2013-09-23,5931.35,3110.76,26429.51,11776.58,534.98,645.03,1129.69
2013-09-20,5865.72,3081.01,26424.58,11675.09,530.69,639.58,1122.05
2013-09-19,5889.63,3090.2,26449.17,11766.74,532.2,639.42,1123.76
2013-09-18,5824.75,3067.94,26151.28,11601.19,526.4,639.42,1111.96
2013-09-17,5824.78,3064.6,26044.27,11622.69,525.9,641.42,1114.36
2013-09-16,5833.22,3068.34,26221.42,11653.52,527.65,640.47,1118.61
2013-09-13,5847.7,3080.85,26267.79,11614.49,529.02,643.45,1118.88
2013-09-12,5800.15,3063.84,25770.26,11630.91,523.21,641.43,1110.84
2013-09-11,5774.87,3043.15,25602.51,11640.43,520.74,635.98,1109.31
2013-09-10,5753.51,3033.16,25290.53,11589.64,517.86,637.3,1103.4
2013-09-09,5729.5,3021.13,25106.06,11542.88,515.64,634.6,1101.37
2013-09-06,5743.79,3024.98,25111.68,11517.98,516.37,635.29,1100.36
2013-09-05,5758.32,3025.36,25213.68,11594.52,517.87,634.6,1105.55
2013-09-04,5763.69,3025.73,25176.04,11570.93,517.73,637.72,1106.47
2013-09-03,5792.9,3048.76,25328.24,11631.59,520.84,640.77,1111.26
2013-09-02,5841.16,3067.7,25656.65,11733.93,525.68,643.26,1117.72
2013-08-30,5800.56,3047.79,25352.03,11627.92,521.44,639.55,1110.54
2013-08-29,5788.65,3044.91,25423.82,11620.48,521.11,640.41,1111.05
2013-08-28,5773.18,3038.7,25414.33,11533.89,520.04,638.93,1106.74
2013-08-27,5838.33,3074.05,25552.13,11661.69,524.7,646.0,1115.21
2013-08-26,5923.21,3115.65,25980.72,11903.19,532.47,653.66,1130.98
2013-08-23,5952.55,3125.47,26126.47,11957.82,535.43,654.76,1135.75
2013-08-22,5946.32,3118.9,26045.84,11958.16,534.5,652.63,1132.87
2013-08-21,5898.1,3106.14,25825.32,11838.42,529.99,654.33,1123.43
2013-08-20,5903.55,3106.7,25923.85,11849.34,530.71,653.54,1123.36
2013-08-19,5933.73,3116.97,26042.83,11977.92,533.13,655.0,1129.27
2013-08-16,5884.75,3106.23,25913.0,11965.35,529.07,653.3,1124.89
2013-08-14,5870.47,3102.83,26036.85,11908.05,529.1,646.74,1122.47
2013-08-13,5849.07,3088.73,26020.47,11851.71,528.11,647.01,1121.37
2013-08-12,5761.45,3059.32,25691.14,11651.4,520.2,645.99,1108.4
2013-08-09,5749.83,3049.92,25676.9,11626.71,520.39,648.73,1111.21
2013-08-08,5789.79,3065.39,25907.67,11670.01,523.79,652.39,1117.92
2013-08-07,5754.48,3045.13,25289.87,11518.04,517.75,651.02,1103.01
2013-08-06,5645.59,3000.9,24543.5,11321.67,506.06,641.42,1076.54
2013-08-05,5582.12,2963.0,24359.9,11205.35,501.46,633.29,1066.94
2013-08-02,5511.03,2938.6,24228.68,11079.59,495.95,633.15,1059.27
2013-08-01,5487.26,2924.88,24160.49,11007.25,494.58,630.63,1055.73
2013-07-31,5403.6,2893.18,24063.35,10787.94,488.25,624.24,1047.23
2013-07-30,5398.42,2895.86,24077.43,10747.39,487.92,625.97,1044.9
2013-07-29,5383.23,2886.9,24008.24,10740.13,486.56,625.25,1044.03
2013-07-26,5380.97,2884.39,24198.95,10713.71,487.6,626.99,1046.18
2013-07-25,5361.66,2870.86,24093.65,10608.26,485.64,625.72,1040.03
2013-07-24,5414.13,2896.81,24151.96,10693.19,489.56,629.34,1045.65
2013-07-23,5420.86,2896.89,24245.52,10664.41,490.46,631.89,1046.33
2013-07-22,5395.94,2886.32,24115.44,10593.56,488.34,629.2,1041.44
2013-07-19,5426.5,2897.52,24294.72,10666.1,491.45,633.16,1047.57
2013-07-18,5430.34,2899.62,24384.57,10686.39,492.89,631.25,1051.33
2013-07-17,5399.66,2886.39,24404.05,10602.02,491.45,630.72,1050.25
2013-07-16,5414.53,2886.25,24545.92,10659.57,493.61,628.18,1055.08
2013-07-15,5442.19,2906.16,24715.63,10738.58,496.11,634.11,1061.01
2013-07-12,5416.53,2900.74,24803.97,10655.88,494.8,635.67,1059.77
2013-07-11,5384.51,2886.65,24740.27,10540.46,492.39,634.19,1048.11
2013-07-10,5362.55,2879.69,24802.76,10475.16,490.56,633.65,1041.39
2013-07-09,5347.48,2871.05,24679.99,10458.86,488.95,632.22,1038.46
2013-07-08,5310.66,2849.51,24596.4,10431.46,486.68,628.38,1037.6
2013-07-05,5277.05,2828.39,24386.25,10301.9,483.38,619.23,1028.99
2013-07-04,5258.68,2822.53,24247.83,10276.37,482.19,616.13,1027.3
2013-07-03,5244.15,2809.88,24093.73,10278.53,480.7,614.48,1026.76
2013-07-02,5243.97,2817.98,24360.04,10302.32,482.25,619.58,1029.03
2013-07-01,5281.51,2832.49,24508.31,10386.31,485.0,623.02,1032.13
2013-06-28,5261.77,2822.37,24387.51,10397.42,482.5,619.68,1029.76
2013-06-27,5282.61,2831.88,24502.08,10464.58,483.89,618.05,1030.75
2013-06-26,5223.36,2802.38,24329.44,10361.75,479.64,612.39,1028.27
2013-06-25,5246.22,2821.9,24383.1,10370.97,481.13,622.28,1029.02
2013-06-21,5313.96,2859.19,24684.52,10613.65,487.62,628.86,1044.68
2013-06-20,5327.66,2869.32,24730.96,10741.31,487.97,629.89,1048.2
2013-06-19,5377.88,2897.87,25137.69,10888.15,493.09,637.86,1061.52
2013-06-18,5382.55,2901.55,25246.47,10889.73,494.01,637.81,1062.4
2013-06-17,5393.94,2905.88,25185.93,10852.96,494.36,636.18,1060.52
2013-06-14,5365.61,2888.79,24914.99,10820.41,491.77,632.21,1059.44
2013-06-13,5363.12,2891.04,24841.09,10794.91,490.76,630.83,1055.35
2013-06-12,5399.9,2910.79,24921.54,10886.92,493.65,637.21,1060.14
2013-06-11,5419.12,2924.61,24723.8,10913.99,492.94,653.54,1059.49
2013-06-10,5420.84,2926.18,24929.61,10947.56,494.37,653.22,1065.1
2013-06-07,5372.56,2901.17,24671.08,10871.8,489.42,649.61,1056.71
2013-06-06,5378.43,2904.93,24648.4,10887.96,488.94,646.37,1055.27
2013-06-05,5417.93,2924.88,24904.44,10963.59,492.46,649.31,1059.56
2013-06-04,5463.18,2949.5,25287.52,11054.02,498.09,655.95,1070.75
2013-06-03,5448.53,2951.51,25167.84,11022.75,496.54,654.1,1066.68
2013-05-31,5395.49,2928.8,25434.85,10918.02,494.51,652.15,1067.48
2013-05-30,5454.82,2951.76,25680.39,11010.56,500.18,659.39,1076.84
2013-05-29,5479.19,2965.22,25682.19,11056.34,501.3,662.31,1076.66
2013-05-28,5494.08,2976.25,25716.06,11089.9,503.17,664.18,1083.55
2013-05-27,5484.93,2969.23,25699.82,11027.94,502.46,661.61,1076.75
2013-05-24,5466.22,2961.69,25391.02,10996.24,498.95,656.23,1068.29
2013-05-23,5430.81,2951.06,24989.07,10969.62,494.04,653.84,1060.24
2013-05-22,5455.04,2956.8,25439.29,11034.52,498.06,654.33,1067.7
2013-05-21,5390.82,2924.87,24708.74,10923.61,489.51,642.07,1050.67
2013-05-20,5423.61,2936.11,24793.39,11008.9,491.19,645.64,1054.51
2013-05-17,5429.18,2940.5,24757.44,11002.79,491.26,646.25,1055.15
2013-05-16,5481.7,2964.86,24796.78,11071.29,494.67,653.98,1059.38
2013-05-15,5437.45,2960.9,24804.76,10971.24,492.59,653.42,1054.66
2013-05-14,5366.31,2933.27,24283.21,10831.21,486.16,653.97,1037.93
2013-05-13,5352.74,2936.31,24191.52,10793.4,484.84,656.38,1031.42
2013-05-10,5294.89,2916.04,24310.72,10696.11,479.95,643.75,1024.1
2013-05-09,5339.46,2936.82,24220.28,10798.93,482.39,653.07,1022.94
2013-05-08,5310.26,2925.61,23887.07,10763.47,478.29,651.0,1013.69
2013-05-07,5309.75,2910.83,24506.9,10731.57,482.58,640.87,1021.84
2013-05-03,5344.92,2933.8,24701.69,10754.79,486.42,649.74,1031.97
2013-05-02,5346.11,2931.2,24579.84,10761.17,485.48,649.79,1028.62
2013-04-30,5337.55,2930.69,24752.84,10788.27,486.44,648.68,1033.73
2013-04-29,5339.52,2931.03,25003.36,10775.09,488.09,649.11,1037.78
2013-04-26,5320.28,2917.87,24950.79,10718.89,486.29,646.24,1037.7
2013-04-25,5312.49,2906.17,24745.12,10750.13,484.62,634.31,1033.6
2013-04-24,5345.12,2923.43,25106.37,10801.71,489.54,638.17,1044.89
2013-04-23,5308.28,2908.64,25713.55,10766.5,491.35,636.14,1052.59
2013-04-22,5359.99,2934.66,25895.13,10792.28,496.22,643.42,1057.58
2013-04-19,5364.5,2941.62,25964.79,10779.14,496.89,647.74,1058.44
2013-04-18,5370.76,2942.52,25978.81,10811.82,497.39,646.72,1058.28
2013-04-17,5417.3,2963.15,26761.46,10913.9,505.91,649.53,1071.82
2013-04-16,5449.23,2976.84,26935.8,10939.68,509.28,661.83,1078.84
2013-04-15,5393.73,2960.35,26557.12,10838.34,503.32,655.79,1067.0
2013-04-12,5466.19,2994.5,27067.62,10994.65,510.69,663.01,1084.3
2013-04-11,5462.44,2982.11,27041.86,10999.76,511.4,670.3,1089.02
2013-04-10,5458.15,2989.54,26959.51,10953.98,511.64,674.53,1090.51
2013-04-09,5539.78,3007.37,26992.36,10967.76,517.66,667.37,1092.21
2013-04-08,5562.28,3014.92,26958.89,10971.83,519.18,664.43,1092.97
2013-04-05,5604.25,3035.99,27083.58,11076.18,523.51,668.29,1101.47
2013-04-04,5659.19,3062.13,27348.98,11187.4,528.62,674.8,1114.75
2013-04-03,5687.2,3081.24,27389.96,11193.93,530.42,688.64,1119.19
2013-04-02,5680.23,3066.16,27499.58,11141.28,530.9,684.3,1121.19
2013-04-01,5635.98,3045.31,27519.34,11061.83,527.65,678.26,1116.97
2013-03-29,5637.12,3037.81,27274.53,11058.92,526.47,678.59,1117.2
2013-03-28,5679.3,3057.91,27311.54,11135.91,529.13,680.36,1119.37
2013-03-27,5670.95,3057.0,27320.26,11100.11,529.43,681.25,1120.4
2013-03-26,5736.55,3082.79,27440.98,11228.53,534.44,691.3,1131.77
2013-03-25,5664.73,3051.22,27563.17,11187.9,531.39,682.99,1133.05
2013-03-22,5655.83,3039.77,27635.24,11165.77,531.33,678.95,1134.31
2013-03-21,5686.84,3054.59,27853.59,11218.82,535.09,682.95,1140.93
2013-03-20,5747.18,3085.42,27884.62,11303.9,539.09,693.14,1146.67
2013-03-19,5732.01,3076.96,28099.57,11297.8,539.24,691.54,1148.36
2013-03-18,5682.49,3057.03,28021.17,11236.38,535.24,687.81,1143.17
2013-03-15,5753.17,3088.4,28205.28,11397.82,541.3,696.69,1157.26
2013-03-14,5758.61,3092.15,28371.55,11424.83,543.06,694.99,1163.52
2013-03-13,5726.38,3084.62,28497.17,11356.01,541.06,690.06,1158.9
2013-03-12,5721.82,3088.32,28349.89,11395.34,540.48,690.61,1157.02
2013-03-11,5684.23,3077.32,28211.45,11339.73,537.28,689.12,1151.99
2013-03-08,5693.39,3081.08,28441.16,11406.65,539.18,690.64,1158.61
2013-03-07,5662.77,3068.2,28145.96,11309.9,536.21,689.15,1150.64
2013-03-06,5656.68,3070.03,27979.34,11325.75,534.4,691.95,1147.54
2013-03-05,5620.88,3061.32,27529.99,11262.52,530.62,693.69,1143.74
2013-03-04,5597.4,3051.97,27105.39,11167.69,526.71,688.78,1133.06
2013-03-01,5624.71,3061.9,27088.35,11158.28,528.54,690.57,1134.05
2013-02-28,5654.11,3090.89,27138.88,11234.75,530.7,692.06,1141.46
2013-02-27,5610.56,3072.93,26897.17,11099.64,527.1,685.44,1130.79
2013-02-26,5554.84,3043.0,26727.98,10983.34,522.53,683.98,1123.81
2013-02-25,5572.6,3055.65,26778.15,11060.87,523.73,687.31,1129.57
2013-02-22,5569.91,3064.72,26643.26,11020.42,522.83,695.97,1127.4
2013-02-21,5535.47,3041.48,26545.35,10932.74,520.01,690.21,1121.56
2013-02-20,5559.6,3063.17,26765.75,11004.69,522.89,699.97,1131.58
2013-02-19,5503.84,3033.25,26796.81,10895.29,519.09,688.84,1123.44
2013-02-18,5488.45,3043.35,26701.99,10863.33,518.22,695.97,1121.32
2013-02-15,5481.98,3058.32,26712.78,10865.62,517.46,703.66,1121.31
2013-02-14,5469.25,3027.91,26565.17,10840.02,515.74,697.96,1118.76
2013-02-13,5483.52,3052.6,26648.85,10914.12,517.27,708.49,1121.43
2013-02-12,5500.62,3044.73,26669.1,10931.52,518.95,695.62,1124.16
2013-02-11,5561.33,3057.23,26863.05,11026.2,523.47,692.34,1130.45
2013-02-08,5562.77,3032.19,26839.71,11025.71,523.21,678.76,1130.96
2013-02-07,5587.07,3047.82,26894.95,11031.38,524.81,685.39,1133.37
2013-02-06,5599.58,3042.77,26924.04,11053.09,525.64,678.7,1130.35
2013-02-05,5607.73,3037.99,27045.14,11113.23,527.01,674.85,1130.78
2013-02-04,5583.97,3011.72,26986.66,11138.05,524.95,661.18,1128.95
2013-02-01,5588.78,3013.93,26980.85,11177.98,525.32,660.92,1127.9
2013-01-31,5481.29,2952.69,26945.29,11010.72,517.47,648.38,1115.64
2013-01-30,5513.22,2972.3,27011.21,11069.6,520.52,652.47,1122.27
2013-01-29,5525.97,2973.0,27026.79,11044.19,520.93,656.06,1116.52
2013-01-28,5568.52,2996.67,26974.18,11133.29,523.73,658.94,1121.08
2013-01-25,5602.16,3028.42,27013.15,11204.57,526.56,666.42,1128.57
2013-01-24,5590.6,3023.34,26808.83,11142.73,524.55,664.42,1127.06
2013-01-23,5604.38,3037.45,26727.62,11169.57,524.87,668.02,1130.96
2013-01-22,5579.89,3017.93,26515.24,11092.0,521.69,663.82,1123.17
2013-01-21,5629.03,3048.18,26790.38,11187.25,526.48,675.37,1136.72
2013-01-18,5689.89,3085.72,26940.77,11375.48,531.65,683.39,1146.7
2013-01-17,5664.9,3060.64,26975.78,11342.17,530.9,680.8,1144.72
2013-01-16,5658.12,3056.62,27052.03,11363.75,530.99,676.93,1144.45
2013-01-15,5593.88,3044.06,27050.59,11282.45,526.53,684.0,1139.91
2013-01-14,5628.08,3053.68,27005.86,11370.24,529.14,682.81,1151.01
